lastname,purchase_date,stars,price,favorite_flower
DANIELS,2017-03-25,4,9.288440708800081,rose
ROBINSON,2017-08-09,4,8.872260202913196,lilac
ADAMS,2017-01-22,4,39.066732278503515,orchid
BURKE,2017-04-23,3,19.41409494389223,daffodil
JACOBS,2017-07-22,5,19.472706752219437,carnation
ROBINSON,2017-06-22,2,9.445687561636133,lilac
WAGNER,2017-03-18,2,,iris
DAY,2017-05-31,3,20.402872175948794,orchid
STEWART,2017-08-31,4,20.55303205734713,tulip
ROBINSON,2017-02-10,5,8.836212072416204,lilac
ROBINSON,2017-07-08,5,9.75399218862583,lilac
ROBINSON,2017-07-23,5,20.214650180157065,lilac
GRANT,2017-06-18,1,9.889104678549884,tulip
CALDWELL,2017-04-07,5,42.12211938458883,carnation
FIELDS,2017-03-25,1,21.148339002385022,lilac
MORALES,2017-03-09,3,19.2919599152601,jasmine
FOSTER,2017-06-09,3,19.96992834153728,daffodil
RIVERA,2017-07-14,5,11.841668701281488,daffodil
ROBINSON,2017-01-06,5,20.676548716953928,lilac
CURTIS,2017-08-13,3,21.066534622345422,sunflower
ROBINSON,2017-01-06,5,20.22270184174417,lilac
GOMEZ,2017-05-31,3,19.26868296862394,tulip
HOLLAND,2017-06-07,5,39.855767488577214,jasmine
AUSTIN,2017-05-10,5,41.28852927938783,jasmine
ROBINSON,2017-07-20,5,11.16132586847472,lilac
CARROLL,2017-05-21,1,38.94392571220611,tulip
HOWELL,2017-07-29,3,40.037727174217125,lilac
KIM,2017-03-15,5,21.109069633911922,gerbera
BISHOP,2017-04-19,5,20.826856010089088,sunflower
LAWRENCE,2017-05-03,5,20.484828916098213,daffodil
HARVEY,2017-04-20,4,18.991206628155673,tulip
JOHNSTON,2017-07-14,5,19.312738859226116,orchid
RODRIQUEZ,2017-03-30,4,10.666873311445997,carnation
ROBINSON,2017-01-21,2,18.669438190193787,lilac
RAMOS,2017-08-24,3,19.88529663342091,orchid
GARZA,2017-02-26,5,18.541557451418605,daffodil
HUGHES,2017-02-16,3,40.34358716187912,rose
ORTIZ,2017-07-27,5,41.115985095116606,carnation
LEWIS,2017-03-19,4,40.460823695737915,gerbera
WATTS,2017-08-03,4,20.81012955554682,gardenia
LYNCH,2017-01-02,3,8.211549720974478,daisy
GRAVES,2017-05-27,5,40.672689864035775,gerbera
LANE,2017-02-21,3,20.199393625860008,gerbera
GONZALEZ,2017-08-20,4,19.981827342438077,gardenia
ROBINSON,2017-01-02,5,9.448141768993722,lilac
PORTER,2017-03-19,3,20.27866541976944,orchid
ALEXANDER,2017-06-24,5,20.170133640688412,sunflower
ROBINSON,2017-07-10,5,18.690125426478424,lilac
ROBINSON,2017-07-12,5,10.24196926475507,lilac
BURKE,2017-06-02,2,38.48236356613143,daffodil
ORTIZ,2017-01-20,2,21.475226286412777,carnation
CRAWFORD,2017-02-07,4,10.48436117466135,carnation
DANIELS,2017-08-17,4,19.63527590758217,rose
LAWSON,2017-05-24,4,11.331382048693456,jasmine
RICHARDS,2017-02-14,2,,lilac
ROBINSON,2017-04-17,3,39.41558398661675,lilac
SCHMIDT,2017-03-22,5,8.78080797267247,rose
DANIELS,2017-06-18,4,40.60595179507549,rose
ROBINSON,2017-01-12,5,20.267353304391076,lilac
MARSHALL,2017-05-02,2,18.66868098103047,carnation
EDWARDS,2017-08-02,4,10.620682556785031,gerbera
NGUYEN,2017-08-02,5,21.037442425665997,gerbera
NGUYEN,2017-03-10,2,18.260750430085388,gerbera
CARLSON,2017-01-31,5,39.097328123805845,rose
HUNTER,2017-06-30,3,18.088148095007625,rose
GONZALES,2017-06-12,3,20.409422160785073,lilac
NELSON,2017-02-28,4,19.541925578686705,daisy
HENRY,2017-05-04,4,18.46454305943314,iris
MORRISON,2017-02-01,4,40.14708609843754,gardenia
AUSTIN,2017-06-15,5,11.076785687699134,jasmine
LAWRENCE,2017-04-18,3,21.278989591849925,daffodil
SCOTT,2017-04-09,2,19.35227672353354,gardenia
MURRAY,2017-08-29,5,9.828821679327142,daffodil
LEE,2017-02-17,4,39.45935545159042,daffodil
HUDSON,2017-06-26,3,40.000645543449565,gardenia
ROBINSON,2017-05-24,2,40.57940659124603,lilac
ROBINSON,2017-04-18,5,40.53226090389278,lilac
DANIELS,2017-01-15,1,9.946010978347356,rose
FERGUSON,2017-07-29,2,19.70099277133291,daffodil
JENKINS,2017-08-25,3,,carnation
MITCHELL,2017-04-25,3,20.151888494969167,lilac
ROBINSON,2017-02-24,5,21.189276127514045,lilac
HALE,2017-04-07,3,10.407778486820611,rose
SHELTON,2017-08-30,5,19.42743822556006,rose
THOMPSON,2017-06-05,3,19.870564493285016,tulip
ROBINSON,2017-02-28,3,8.850109706941696,lilac
GREGORY,2017-07-20,5,10.761102983012123,gardenia
HOLLAND,2017-04-12,1,11.25321538557479,jasmine
AUSTIN,2017-08-10,3,21.291295956636,jasmine
SILVA,2017-04-19,2,38.218833237901826,lilac
CASTRO,2017-02-12,5,40.68581221538623,gardenia
ROBINSON,2017-02-23,5,21.24439900619484,lilac
ROBINSON,2017-05-29,2,20.009072562898357,lilac
PETERS,2017-07-30,5,20.073257114458663,orchid
SANDERS,2017-04-20,1,22.055063752330657,daffodil
WATTS,2017-01-24,3,10.19086152888977,gardenia
DANIELS,2017-05-23,5,9.683494639208151,rose
ROBINSON,2017-06-03,5,18.579935402080924,lilac
ROBINSON,2017-03-08,5,10.575727940326802,lilac
ROBINSON,2017-01-10,2,21.304569747964823,lilac
LYNCH,2017-04-19,5,38.1626363635358,daisy
STEVENS,2017-01-18,3,9.366385501907377,jasmine
BAILEY,2017-04-14,4,18.92563778086098,rose
MASON,2017-06-20,4,8.043027895409214,tulip
FOSTER,2017-05-05,3,19.940934885752103,daffodil
NICHOLS,2017-04-07,3,18.24273484374668,lilac
MILLER,2017-06-18,3,9.629686505879715,daffodil
RAMOS,2017-08-24,5,19.61519765766142,orchid
MILLS,2017-04-15,5,20.7718203488036,rose
DANIELS,2017-03-21,2,20.34891738647279,rose
JACOBS,2017-03-31,3,10.917093338648257,carnation
ANDREWS,2017-07-14,2,39.63009935164274,orchid
COOPER,2017-07-31,5,20.583860461590476,lilac
ROBERTS,2017-06-13,3,10.718307932248527,tulip
ROBINSON,2017-07-03,5,38.971021254650395,lilac
LARSON,2017-06-13,3,40.92130084286267,tulip
HUNTER,2017-02-08,3,10.80716128940459,rose
STEWART,2017-04-28,4,40.24573950050194,tulip
ROBINSON,2017-05-23,5,11.134021868027986,lilac
ROBINSON,2017-07-14,2,20.54580813843546,lilac
ROBINSON,2017-01-15,5,20.567802618138632,lilac
SCOTT,2017-04-14,3,38.658038000923696,gardenia
MITCHELL,2017-03-06,5,19.525242736797097,lilac
ROBINSON,2017-06-12,5,18.358447283546607,lilac
MASON,2017-03-31,4,40.310464861500684,tulip
CARLSON,2017-01-18,2,41.79719245811017,rose
RIVERA,2017-09-02,5,10.563104880880175,daffodil
HALE,2017-02-18,5,20.253908852510733,rose
TURNER,2017-04-08,5,21.27588599775287,iris
ROBINSON,2017-05-01,5,20.38718053055175,lilac
JENNINGS,2017-04-24,1,9.050218058063296,tulip
ROBINSON,2017-06-07,5,18.562240724459205,lilac
PERKINS,2017-09-02,3,20.98348080804775,iris
ROBINSON,2017-01-31,3,20.950662901804368,lilac
GARZA,2017-09-04,2,38.78181295800544,daffodil
HOWARD,2017-04-25,2,18.662196864830438,gardenia
FULLER,2017-03-12,5,39.932714286854186,lilac
RHODES,2017-06-06,4,19.626385855460647,carnation
PATTERSON,2017-06-11,4,19.8757551449764,rose
BURKE,2017-06-18,1,19.601313539330967,daffodil
DANIELS,2017-03-05,4,11.771328684237506,rose
HUDSON,2017-01-21,5,38.275876053280996,gardenia
BRYANT,2017-08-14,4,21.14430102086101,tulip
ROBINSON,2017-05-31,5,40.3949887084901,lilac
ROBINSON,2017-06-02,3,40.61915327587528,lilac
FISHER,2017-05-07,4,21.516473303635536,iris
BROWN,2017-08-11,5,9.291263450200525,daffodil
DANIELS,2017-01-17,2,10.419990861309923,rose
ROBINSON,2017-06-05,5,18.612868673083565,lilac
PRICE,2017-08-23,4,40.77854479923716,daisy
CRAWFORD,2017-03-21,2,11.48964372995091,carnation
OLIVER,2017-05-17,5,39.171376807131075,jasmine
FERGUSON,2017-01-28,5,20.432952529528507,daffodil
DANIELS,2017-01-05,2,10.467958180382057,rose
LOWE,2017-04-11,2,20.129407809640387,jasmine
ROBINSON,2017-08-28,5,19.007552195551302,lilac
ROBINSON,2017-01-27,5,11.550541605269629,lilac
ANDREWS,2017-06-02,2,40.57948446030988,orchid
HUDSON,2017-05-17,1,39.55546359590966,gardenia
MARSHALL,2017-02-19,3,19.397603657236626,carnation
ROBINSON,2017-03-18,2,12.124361480070661,lilac
DANIELS,2017-04-29,1,39.13857079573335,rose
ROBINSON,2017-01-11,5,19.44937610598247,lilac
JACOBS,2017-06-03,2,20.69829786171427,carnation
MATTHEWS,2017-08-22,5,18.724651647976494,iris
BROWN,2017-01-06,3,19.092806129804963,daffodil
HALE,2017-04-18,2,18.78172361343193,rose
RICE,2017-01-06,2,18.87584322434961,gerbera
BURKE,2017-07-08,2,20.336349832879137,daffodil
HANSEN,2017-03-17,4,18.550459532901986,gerbera
ROBINSON,2017-03-27,5,10.956659881612547,lilac
MEDINA,2017-07-13,5,21.013251048643056,daffodil
LONG,2017-01-26,5,21.068792671750955,daffodil
WOODS,2017-04-23,3,39.96968605718126,sunflower
SNYDER,2017-01-30,4,40.26633510198596,sunflower
AUSTIN,2017-06-21,4,40.65200244494403,jasmine
HOLLAND,2017-06-04,2,39.73664696730012,jasmine
MORALES,2017-02-04,3,19.60295355644997,jasmine
HUNTER,2017-07-27,2,38.93939274664326,rose
MORRIS,2017-08-02,3,19.423605558996076,rose
GRAY,2017-07-28,5,40.81683694560708,gerbera
RICHARDS,2017-04-13,5,19.76115819001615,lilac
ROBINSON,2017-06-03,5,20.31513853963086,lilac
DANIELS,2017-06-09,4,10.773994475334536,rose
PENA,2017-04-13,3,40.26847288264136,lilac
GEORGE,2017-01-27,2,39.45924340077772,carnation
RODRIQUEZ,2017-06-02,1,18.46753838765579,carnation
FREEMAN,2017-03-19,2,38.69721151496351,gerbera
WAGNER,2017-01-01,3,21.203064721676576,iris
CALDWELL,2017-02-19,2,20.7909030924634,carnation
HOLLAND,2017-01-15,4,20.787944510623905,jasmine
GOMEZ,2017-07-28,3,39.239735793557365,tulip
ROBINSON,2017-05-20,5,17.960486077951256,lilac
MARSHALL,2017-09-02,5,9.904764762079802,carnation
GIBSON,2017-04-20,2,10.540978545640826,sunflower
HARRISON,2017-07-06,5,39.67556097787618,orchid
CALDWELL,2017-06-10,5,10.547761413390148,carnation
FOX,2017-02-26,4,12.163468308340688,gerbera
CASTRO,2017-02-22,4,20.71522759730886,gardenia
BENNETT,2017-05-24,4,19.51787239783859,rose
PRICE,2017-08-03,2,18.608331753476573,daisy
ROBINSON,2017-07-22,5,9.623499200053308,lilac
ROBINSON,2017-07-17,3,20.0449228469934,lilac
PATTERSON,2017-02-15,4,19.25097776500312,rose
PORTER,2017-09-03,2,10.126668501953674,orchid
MENDOZA,2017-02-05,1,21.067898792110164,daisy
WATTS,2017-02-13,4,19.03730247122253,gardenia
ROBINSON,2017-08-21,5,11.008676549795236,lilac
ROBINSON,2017-07-27,5,13.26318152142278,lilac
ORTIZ,2017-01-24,4,19.561037477685822,carnation
ROBINSON,2017-09-01,5,,lilac
DANIELS,2017-05-09,5,39.45551364216413,rose
PEREZ,2017-01-23,3,20.02096232129758,tulip
JOHNSON,2017-08-18,3,20.770844391006936,daisy
PALMER,2017-02-08,5,40.496881910632275,gardenia
NICHOLS,2017-06-01,5,19.752407892436235,lilac
HENDERSON,2017-06-16,4,9.605376642374443,rose
HUNTER,2017-01-28,4,20.13005555426125,rose
TORRES,2017-05-06,4,19.639151800752245,daffodil
ORTIZ,2017-01-20,4,11.92630772477169,carnation
ROBINSON,2017-04-13,5,8.642980010870781,lilac
BURKE,2017-03-05,5,20.35526632091618,daffodil
WEAVER,2017-05-25,1,19.765553529469504,sunflower
WHEELER,2017-06-16,5,19.168743426228815,orchid
ROBINSON,2017-04-20,5,9.645967623390263,lilac
ROBINSON,2017-07-28,2,8.723766794663165,lilac
FOWLER,2017-04-12,4,9.539758653527816,daisy
REID,2017-04-17,5,19.042954920573415,jasmine
MILES,2017-05-28,2,10.470125224387713,daisy
JACOBS,2017-08-21,4,20.19584057812345,carnation
DUNN,2017-09-03,4,39.195783598640205,daffodil
JIMENEZ,2017-06-15,5,40.766663991443,tulip
DANIELS,2017-05-13,3,9.814681655219493,rose
ROBINSON,2017-07-29,5,18.668507324759695,lilac
ELLIS,2017-07-14,4,10.099133989422626,daisy
ROBINSON,2017-04-22,5,8.895752270928366,lilac
ROBINSON,2017-05-12,5,38.68490069145185,lilac
DANIELS,2017-01-27,2,19.83766526348643,rose
MARSHALL,2017-07-01,5,41.09381377040543,carnation
ROBINSON,2017-05-14,4,38.823327029194495,lilac
HERNANDEZ,2017-02-03,3,19.234047486363018,gardenia
GONZALES,2017-02-06,4,40.230032821167605,lilac
JACOBS,2017-02-11,5,39.80051404071813,carnation
CRUZ,2017-06-06,3,20.07286570538683,lilac
GRIFFIN,2017-02-16,4,41.30936146575783,iris
CUNNINGHAM,2017-01-26,2,41.35979220152916,daisy
MCKINNEY,2017-01-23,4,19.80395396585677,gardenia
WOOD,2017-03-26,3,11.598584506329045,sunflower
HOLT,2017-06-01,1,19.656885483754937,gerbera
ROBINSON,2017-05-21,4,39.20183165119731,lilac
BURNS,2017-07-25,5,39.7035727540031,tulip
ROBINSON,2017-04-22,3,19.841268127765957,lilac
HUNTER,2017-01-28,2,40.40837589010492,rose
ROBINSON,2017-05-05,3,19.728401824262274,lilac
HAYES,2017-06-09,5,20.154059556558483,jasmine
THOMPSON,2017-02-06,3,40.149546495140434,tulip
DANIELS,2017-01-30,2,21.057843912381365,rose
ROBINSON,2017-07-30,4,41.32994001895204,lilac
BANKS,2017-08-31,4,40.52679678399797,orchid
ROBINSON,2017-08-13,5,40.529661253096265,lilac
MASON,2017-02-12,2,10.632166233095619,tulip
FRANKLIN,2017-07-16,4,9.497225264136635,daffodil
WAGNER,2017-01-09,5,9.918586514472391,iris
PATTERSON,2017-06-30,3,38.93133469745953,rose
CARPENTER,2017-07-27,3,8.989712370531672,sunflower
ANDERSON,2017-01-26,2,19.238752863749248,daisy
BROOKS,2017-05-06,3,9.070769650884062,rose
BROOKS,2017-06-07,3,18.27932055124614,rose
BENNETT,2017-08-28,5,20.40955751221626,rose
GARDNER,2017-04-05,1,9.569352854118302,gardenia
RODRIQUEZ,2017-04-22,4,20.745290435523664,carnation
BURKE,2017-02-08,5,18.725000186335983,daffodil
JACOBS,2017-08-13,4,19.40083006137294,carnation
VARGAS,2017-05-17,2,20.076459446156196,sunflower
HARRISON,2017-04-20,2,21.066854454033503,orchid
BURKE,2017-07-07,4,21.11950431103059,daffodil
REID,2017-03-26,5,,jasmine
WOODS,2017-05-18,4,39.4497056968829,sunflower
SCHMIDT,2017-02-12,5,42.391020502446274,rose
MILLS,2017-03-06,3,19.219968121746227,rose
STEWART,2017-07-27,4,40.9773089657669,tulip
OLIVER,2017-06-16,5,18.474044392983114,jasmine
SUTTON,2017-04-27,4,21.453191380527258,jasmine
COOPER,2017-04-16,2,19.37585810527101,lilac
HOLLAND,2017-02-08,2,21.52283978547493,jasmine
ROBINSON,2017-05-04,3,19.962053787513135,lilac
CARROLL,2017-04-17,5,9.408722059409042,tulip
CRAWFORD,2017-06-15,4,20.500399770593717,carnation
FERGUSON,2017-02-15,5,20.37561754075454,daffodil
DANIELS,2017-08-07,5,19.88850953861856,rose
GORDON,2017-06-02,3,11.097624408505586,rose
ALEXANDER,2017-04-25,4,40.04288863034625,sunflower
BENNETT,2017-03-11,3,38.81635091723315,rose
SOTO,2017-01-22,2,20.853619661940897,lilac
REYNOLDS,2017-04-07,5,39.59999262224593,gardenia
CARROLL,2017-07-15,2,39.44505304238053,tulip
DUNN,2017-08-06,5,41.54975558661798,daffodil
HENRY,2017-08-29,4,8.464866444002196,iris
JACOBS,2017-06-21,5,39.808545101201595,carnation
JACOBS,2017-08-10,4,40.103362826402105,carnation
MCCOY,2017-01-10,2,20.380240978976822,sunflower
ROBINSON,2017-08-21,5,22.09227741959016,lilac
HART,2017-04-15,4,41.555282777847225,gardenia
PHILLIPS,2017-03-07,1,8.942372266081932,daffodil
VASQUEZ,2017-08-16,5,11.37581650781511,gardenia
HALL,2017-04-03,1,,daffodil
RILEY,2017-04-06,5,21.097481396697482,orchid
LANE,2017-01-27,5,21.012959659135454,gerbera
ROBINSON,2017-04-29,5,19.134178241295583,lilac
ROBINSON,2017-07-14,5,40.193769010469175,lilac
ARNOLD,2017-06-15,2,9.895045766418,gerbera
COOPER,2017-03-30,3,41.61504572836657,lilac
BROOKS,2017-07-31,3,10.817615550821651,rose
ROBINSON,2017-06-27,5,8.562718251949988,lilac
DAVIS,2017-05-28,4,9.13571341402974,rose
PERKINS,2017-05-09,3,38.553346230039395,iris
JOHNSTON,2017-02-16,5,41.22992211723167,orchid
RICHARDS,2017-04-26,2,20.228034788499087,lilac
ROBINSON,2017-03-31,5,39.474857507600966,lilac
PETERS,2017-04-13,4,41.5918969180501,orchid
ORTIZ,2017-08-20,3,18.749949870306214,carnation
MEDINA,2017-04-13,3,20.67879573135678,daffodil
CARTER,2017-01-17,3,20.971018470505108,jasmine
ROBINSON,2017-05-22,3,19.842899871134943,lilac
FOX,2017-05-06,3,39.81967443544397,gerbera
CALDWELL,2017-08-26,4,41.4026108379247,carnation
CAMPBELL,2017-07-31,4,40.62565236668826,sunflower
OLIVER,2017-04-22,1,40.0522956897804,jasmine
MARTINEZ,2017-01-20,3,10.330867731776909,gardenia
JACOBS,2017-04-29,2,9.011652327345223,carnation
CHAVEZ,2017-07-23,1,11.936970125033513,lilac
MURPHY,2017-02-07,4,19.85892445990084,iris
CALDWELL,2017-05-11,5,18.999832251596544,carnation
ADAMS,2017-04-06,1,38.168774468021326,orchid
WILLIS,2017-06-24,1,40.03416164948844,tulip
ROBINSON,2017-07-06,5,9.929692332057037,lilac
LYNCH,2017-03-04,1,40.852569188121706,daisy
JENKINS,2017-07-26,5,40.669935459264885,carnation
HORTON,2017-08-15,4,20.877567157826288,tulip
MORALES,2017-05-22,3,22.507868907356013,jasmine
CARTER,2017-05-16,2,39.7166143379069,jasmine
CARTER,2017-03-07,4,17.7863823199136,jasmine
BROOKS,2017-08-26,4,20.342004748176826,rose
SIMMONS,2017-07-12,2,20.341131682281684,rose
HILL,2017-06-19,3,19.86838244847048,daffodil
BOYD,2017-05-24,5,20.5289554441759,lilac
CALDWELL,2017-07-09,5,11.791313105652318,carnation
ROBINSON,2017-02-09,3,9.77133181995649,lilac
RODRIQUEZ,2017-04-10,4,20.465214183316686,carnation
CARROLL,2017-03-11,3,40.31725486125164,tulip
GEORGE,2017-06-30,4,40.127908231695955,carnation
THOMAS,2017-02-21,4,20.385228443931926,rose
BENNETT,2017-08-17,3,38.56897300339772,rose
DANIELS,2017-01-11,3,39.42281586055788,rose
WATKINS,2017-07-30,4,19.40474959143251,sunflower
TURNER,2017-06-07,1,20.352756665171924,iris
BROWN,2017-02-20,5,19.221151509061723,daffodil
ORTIZ,2017-05-08,3,20.109926026891774,carnation
ROBINSON,2017-02-02,5,19.27580395566407,lilac
FIELDS,2017-07-16,4,39.09636408689191,lilac
MILLS,2017-08-08,4,40.32115637537617,rose
KENNEDY,2017-04-20,1,40.95199412204987,gerbera
GEORGE,2017-04-04,5,21.406683121424926,carnation
ROBINSON,2017-05-30,5,11.284013640099989,lilac
ROBINSON,2017-03-24,5,20.944070687644817,lilac
ROBINSON,2017-04-14,5,9.119829336500043,lilac
MILES,2017-08-07,3,39.84497861517624,daisy
KELLEY,2017-02-05,2,21.50709415123278,daffodil
ROBINSON,2017-07-22,2,9.831012341201575,lilac
DANIELS,2017-01-10,1,40.90647228109635,rose
ORTIZ,2017-04-05,4,39.5221706429656,carnation
CASTRO,2017-04-25,2,22.055510462944014,gardenia
ROBINSON,2017-05-09,4,20.645287348245052,lilac
TURNER,2017-07-03,3,9.21312254010362,iris
ROBINSON,2017-08-03,5,37.59419258933505,lilac
ROBINSON,2017-07-06,5,9.1587877293842,lilac
STEWART,2017-06-25,4,8.415699072798404,tulip
WOODS,2017-04-28,3,9.959633292744044,sunflower
RAMOS,2017-04-21,5,20.476500313332263,orchid
ROBINSON,2017-06-19,4,21.127727668490373,lilac
GILBERT,2017-02-03,4,19.800540715824006,tulip
MITCHELL,2017-03-14,3,38.02301399048221,lilac
ROBINSON,2017-04-05,5,18.907793087453133,lilac
HILL,2017-02-22,5,19.541489046423813,daffodil
ROBINSON,2017-07-25,2,19.17132486633215,lilac
JACOBS,2017-05-12,1,17.517154304501137,carnation
BREWER,2017-01-20,3,10.347448760387376,carnation
GUTIERREZ,2017-07-31,4,18.216374594331594,gerbera
FORD,2017-08-13,5,9.07938728714807,carnation
DEAN,2017-08-09,2,10.411476799105056,daffodil
BELL,2017-07-29,5,20.179408461654276,gardenia
GORDON,2017-05-07,5,10.932012733652728,rose
FIELDS,2017-08-07,2,19.68092943188313,lilac
MORRIS,2017-02-08,3,19.60634579996645,rose
FREEMAN,2017-06-30,3,17.666528893591625,gerbera
DAVIDSON,2017-04-07,5,10.869174747254876,sunflower
GARZA,2017-05-30,4,42.438492408132404,daffodil
ROBINSON,2017-02-17,5,20.152153711922374,lilac
BURKE,2017-01-04,4,22.570804240011665,daffodil
BENNETT,2017-07-03,4,9.907309751191994,rose
GIBSON,2017-04-17,3,9.855447962064236,sunflower
TORRES,2017-03-05,1,19.940211368693845,daffodil
HARVEY,2017-07-23,1,20.55138633168356,tulip
ROBINSON,2017-06-23,5,20.343207104080662,lilac
RICHARDSON,2017-05-22,4,19.02319724993309,jasmine
BRYANT,2017-06-10,3,39.81985502023756,tulip
LYNCH,2017-06-03,1,38.49217641979568,daisy
HOFFMAN,2017-06-06,2,21.260222939525892,sunflower
RODRIGUEZ,2017-01-31,2,41.07633298982015,lilac
HAWKINS,2017-03-06,5,20.055466276117343,lilac
CARROLL,2017-06-20,5,18.90656347480565,tulip
FORD,2017-03-09,5,19.592450143219903,carnation
DANIELS,2017-08-14,4,20.229156443408364,rose
ROBINSON,2017-07-20,4,38.23341596221634,lilac
PEARSON,2017-07-27,5,19.962239061155987,jasmine
ROBINSON,2017-06-01,5,38.20817221326852,lilac
ROBINSON,2017-06-15,5,12.384366497299002,lilac
DANIELS,2017-03-22,4,39.874461191780206,rose
THOMPSON,2017-02-04,5,19.605791321201437,tulip
ROBINSON,2017-08-17,5,19.90042549141404,lilac
CARTER,2017-03-16,4,18.93432889685458,jasmine
SIMS,2017-02-04,5,11.122303559950224,orchid
KING,2017-01-13,3,19.09450578081034,rose
DANIELS,2017-04-01,3,19.284265730230025,rose
ROBINSON,2017-03-25,1,19.10241774077707,lilac
HARRISON,2017-05-03,4,40.39318714689315,orchid
ROBINSON,2017-07-11,5,18.84057774583166,lilac
SULLIVAN,2017-05-07,2,18.953857571629538,daffodil
DANIELS,2017-03-20,3,10.656884403162085,rose
PORTER,2017-02-20,3,20.50950152749321,orchid
ROBINSON,2017-04-27,5,11.881438751573793,lilac
FOWLER,2017-07-08,4,40.90064971255902,daisy
ROBINSON,2017-02-18,5,19.1928828082624,lilac
MARSHALL,2017-08-01,4,20.044315213513052,carnation
ROBINSON,2017-03-21,5,37.77607159120435,lilac
WEST,2017-06-29,4,20.67512551800879,carnation
ROBINSON,2017-03-13,5,12.585851703727853,lilac
DANIELS,2017-04-23,2,21.186217289023958,rose
COOPER,2017-02-23,3,40.43253307647994,lilac
WATSON,2017-05-12,2,39.1251704933008,iris
GRAVES,2017-03-06,3,9.662409127048589,gerbera
MEDINA,2017-05-27,3,40.695351531883404,daffodil
ROBINSON,2017-03-14,3,11.077891864027347,lilac
LYNCH,2017-05-19,2,40.33327101435414,daisy
RICHARDS,2017-06-23,3,19.76766149226172,lilac
SULLIVAN,2017-09-01,4,19.389959477687434,daffodil
HARPER,2017-01-28,2,12.062236993098367,tulip
ROBINSON,2017-04-18,5,19.621981304469582,lilac
MORALES,2017-08-21,3,21.975606017121812,jasmine
CALDWELL,2017-05-09,4,20.246235399422353,carnation
ANDREWS,2017-08-03,1,38.76989168162747,orchid
LAWRENCE,2017-06-30,4,19.336133237443434,daffodil
OLIVER,2017-03-17,3,18.619660011331593,jasmine
ROBINSON,2017-05-11,5,19.626536463788877,lilac
THOMPSON,2017-02-14,2,20.389431842238853,tulip
HORTON,2017-04-06,3,20.014328310414015,tulip
BURKE,2017-06-27,3,40.59433625805717,daffodil
DIXON,2017-08-04,5,19.80677700746664,gerbera
DUNN,2017-08-27,5,,daffodil
HUDSON,2017-03-15,3,18.730219683853033,gardenia
ROBINSON,2017-02-17,5,9.951787085469396,lilac
BURKE,2017-05-14,5,40.04820617697673,daffodil
DIXON,2017-04-11,2,,gerbera
HUNTER,2017-04-04,3,18.906390494610573,rose
ARNOLD,2017-02-02,3,19.194089637926368,gerbera
FULLER,2017-07-20,4,19.936230790758938,lilac
JOHNSTON,2017-04-28,5,21.069939015345554,orchid
CHAMBERS,2017-04-04,2,19.785218862908245,gerbera
DUNCAN,2017-06-13,5,41.07167417487449,daffodil
CAMPBELL,2017-05-12,5,8.895944327034055,sunflower
FORD,2017-05-12,5,9.843700496225788,carnation
ROBINSON,2017-02-18,5,10.505496169015274,lilac
ROBINSON,2017-04-17,3,37.985508694726406,lilac
HENRY,2017-07-23,5,19.396951814169483,iris
ROBINSON,2017-07-04,2,21.520116734470477,lilac
ROBINSON,2017-05-28,2,19.50913945322764,lilac
FOSTER,2017-01-07,1,41.36944567808551,daffodil
ROBINSON,2017-09-03,5,9.978087811908965,lilac
JAMES,2017-03-29,4,10.123750909091447,daisy
JOHNSTON,2017-05-13,4,10.306364207445409,orchid
CRUZ,2017-05-28,2,11.596361222221109,lilac
RAMOS,2017-08-11,3,20.227197700305588,orchid
RAMOS,2017-03-04,1,19.437730644632413,orchid
ROBINSON,2017-01-03,2,40.52624246246198,lilac
